index,exprimental,predicted
P25152,30.0,30.7715
Q8I2J3,37.0,36.68565
P95928,80.0,76.8115
Q5JH87,80.0,78.1326666667
Q5JHA5,80.0,77.8139833333
Q06241,37.0,37.79175
A8WBX8,50.0,45.976
O58691,100.0,88.60275
O58885,90.0,83.3551071429
O59565,90.0,83.9815
P81535,90.0,83.2533571429
O35010,37.0,36.1696666667
O66223,25.0,29.742
Q673U2,37.0,38.221
Q9HTZ1,37.0,36.3095
P42663,75.0,71.28625
P80092,41.0,50.777
Q8U3L0,90.0,81.207
Q7LX61,80.0,77.125
Q97VD6,90.0,81.5089285714
Q973W9,70.0,57.5015952381
Q4KIM5,50.0,49.313
L7Z147,50.0,48.876
O07883,70.0,70.0768571429
O35002,25.0,28.4098333333
D6BU29,40.0,38.3285
P08594,40.0,53.4681333333
P26937,37.0,35.86575
Q9X6R4,34.0,36.49
A2QR21,37.0,40.0499666667
Q7M135,37.0,40.3593333333
B2RKP0,37.0,38.0196666667
A8HYF7,37.0,35.6754
Q84FG5,60.0,54.487
C9DRU9,55.0,56.552
A0A2C9ETQ7,30.0,30.888
Q8NKS6,83.0,78.9643333333
Q5JIZ5,80.0,77.7965
S5S2B8,40.0,40.0443333333
P12547,40.0,39.272
B5Y6G0,70.0,70.1039
P44969,37.0,38.148
Q51169,37.0,37.588
C0ZRJ2,20.0,27.2953333333
K0J8D4,20.0,27.072
K0J2A4,30.0,33.91325
P96091,37.0,39.7146666667
Q9RDE2,37.0,37.016
B6CND6,50.0,44.14
B2RKU0,37.0,37.0415
P28784,37.0,38.2386666667
Q51844,37.0,37.1505
Q01532,30.0,32.378
B2RLK2,37.0,40.32125
Q6R7Z5,37.0,39.1900833333
P25806,58.0,51.4033333333
A1S3N8,46.0,41.371
P17118,90.0,82.6631
Q97WS1,70.0,71.0679047619
Q97YX7,70.0,71.3700833333
P17811,37.0,39.2583333333
P09169,25.0,32.026
P34210,37.0,39.3015
Q97YX7,70.0,71.3700833333
Q4U6L1,37.0,38.336
Q4U6L2,37.0,38.706
L0AQH5,40.0,40.6383333333
P43133,65.0,62.596
Q9F8Q4,37.0,39.29
Q3YAW3,45.0,45.643
P10844,37.0,37.338
Q00496,37.0,37.074
Q57236,37.0,37.53
Q5SI82,65.0,66.3107166667
Q71E77,45.0,42.102
W5RWH8,40.0,48.8306666667
Q9WZ49,50.0,57.6957333333
O34360,37.0,37.52325
Q7LXP6,58.0,61.7531666667
R4L284,37.0,37.1781666667
W0KM71,37.0,36.314
Q9RFN5,50.0,44.404
C5A6Q4,85.0,83.4825
Q5JHT1,90.0,85.0505
Q76KX0,45.0,40.8075
Q57580,70.0,67.7241666667
O53444,37.0,38.2445
P37794,37.0,35.485
Q6F4N1,73.0,72.3225
Q99PX1,45.0,43.2275
A6P4T5,37.0,39.6475
Q83YY8,60.0,51.929
Q2HPP6,40.0,39.1155714286
Q0R3W5,37.0,37.916
Q72G76,65.0,65.357
Q93NG1,30.0,30.458
Q8NRQ7,30.0,32.7725
P31658,22.0,27.5
P45470,46.0,33.9854571429
Q46948,22.0,23.61
Q51732,70.0,76.6695654762
O58453,90.0,81.2211666667
C9K2Z6,50.0,45.439
Q9KQ52,25.0,28.21
Q8ESQ6,45.0,42.6069333333
Q66V97,30.0,31.5226666667
Q81BN7,35.0,34.4513333333
Q65NY1,30.0,32.145
Q4U1A6,30.0,32.027
K7NB71,37.0,36.9968333333
Q9I596,37.0,36.2006666667
P38298,30.0,32.2974166667
Q02896,30.0,32.2388
I3QNS7,37.0,38.159
Q52UN2,37.0,38.3563333333
I3QNS8,37.0,38.281
I3QNS9,37.0,38.042
I3QNT0,37.0,38.69
I3QNT2,37.0,37.917
A0A087D2Y1,37.0,37.905
I3QNT4,37.0,37.4693333333
I3QNT6,37.0,38.293
L0CM48,37.0,38.8528333333
Q2YS20,37.0,37.8813333333
A5HKP3,37.0,42.774
H6WSA2,37.0,37.7535
F7SGA1,63.0,53.684
F7SGU2,63.0,53.6783333333
F7SHH3,63.0,55.877
Q47898,37.0,35.776
A0A0H2YSJ7,37.0,37.6415
I6Y4D2,22.0,28.009
Q6F4N1,73.0,72.3225
Q5YFS2,44.0,40.195
A0A077AY47,60.0,58.731
E3SVS0,60.0,57.77675
B4XEY3,55.0,48.399
P22984,30.0,34.055
Q2V982,50.0,45.6996666667
Q2V983,50.0,44.57025
Q2V984,50.0,44.3
Q1XGD4,45.0,44.4899333333
Q8EQR8,65.0,55.8215
Q5SHB0,37.0,50.017547619
Q8J0S3,37.0,35.901
B3XPZ2,70.0,58.3036666667
B3XPZ3,70.0,61.3716666667
B3XPZ4,70.0,59.9163333333
Q02890,37.0,37.9715
Q5KR04,45.0,41.6126666667
Q9ALV2,25.0,28.255
Q0BRB0,25.0,28.3
Q5S260,60.0,50.059
P0AES0,37.0,36.786
S4T8N6,50.0,44.798
P0A6K3,30.0,32.6325
P9WIJ3,30.0,32.206
C4M0W5,37.0,37.1720833333
Q81PP9,25.0,28.6608
B4E9I9,25.0,30.873
Q9I234,25.0,28.3455
Q8Q0G3,37.0,37.6775
G3MDB2,37.0,38.7115
Q4ZV08,28.0,34.96245
D9Q1R5,90.0,82.8453285714
Q1MW86,45.0,45.068
C5NU54,55.0,49.318
Q846U5,55.0,47.025
A6T7D6,60.0,50.461
P65907,25.0,29.829
L0CR34,50.0,44.6706666667
B5L363,25.0,30.19
F2YZ26,25.0,25.472
B6EPH0,35.0,34.1575
P04190,30.0,32.8224
P00808,30.0,31.427
P05364,25.0,27.2546666667
Q59401,25.0,27.2616666667
A0A024FRL9,25.0,25.195
A0A0F6N6D4,25.0,29.467
A3RIY0,30.0,32.365
H6WET3,25.0,26.4355
H6WZS9,25.0,25.02
I3VKD5,25.0,25.136
J7I0S9,25.0,25.143
M1VE66,25.0,25.207
P13661,25.0,29.89625
P28585,25.0,29.45
P62593,25.0,27.5305
C7C422,25.0,25.008
G3GCC6,30.0,33.22175
S5ZIP8,25.0,25.847
T2A6Y2,25.0,25.203
P14489,22.0,26.7313333333
P16897,30.0,31.516
Q2HY42,25.0,27.303
Q7DH52,37.0,35.9183333333
Q9K2N0,25.0,27.185
Q9XAY4,25.0,27.675
E6Y3G9,30.0,31.0286666667
Q8GCU7,30.0,29.369
A5LH21,37.0,36.6505
P52700,25.0,29.5966666667
G7DDC5,45.0,42.5933333333
A9BPK4,30.0,32.21
A0A077AY47,60.0,58.731
Q97V26,90.0,83.3929166667
E3SVS0,60.0,57.77675
P39138,45.0,42.5685
Q57757,70.0,68.548
Q9I6J9,28.0,31.564
Q5KR05,40.0,38.9656666667
Q9I6K2,30.0,32.053
Q5JI38,80.0,76.6796666667
Q5SJ85,65.0,64.2268
P75713,25.0,30.0636666667
A7LKB0,37.0,35.7183333333
B5XMC3,37.0,36.5604
P77425,25.0,28.36575
O27089,60.0,63.0115
Q5SH52,25.0,40.78
P53909,35.0,34.3589309524
Q9P6I7,33.0,33.3715
P17618,37.0,36.413
P25539,37.0,37.64165
O28344,65.0,69.0421666667
Q57609,70.0,68.22675
Q58936,60.0,62.7628333333
Q8TWU6,70.0,69.9074166667
Q58185,70.0,65.4335
P53909,34.0,34.3589309524
Q9P6I7,33.0,33.3715
Q9S3M0,33.0,35.4506428571
Q46A53,37.0,37.585
S5M6X9,25.0,28.4525
Q5EG61,30.0,32.5348333333
A4LA85,35.0,35.9205
B6Q5I3,30.0,31.8075
A9QXE0,38.0,38.04
B0LAW4,37.0,36.103
Q59329,30.0,32.223
Q4KCL8,45.0,41.2475
G5DDB2,40.0,38.464
Q02068,48.0,44.5236666667
Q03217,48.0,42.979
Q08224,30.0,33.5124861111
B1M5C5,45.0,42.425
Q8A5V9,25.0,28.77
Q8U438,95.0,86.138
O59570,70.0,74.182
Q8NRR8,30.0,32.232
Q8NT99,30.0,32.181
Q97YV9,55.0,57.9018333333
Q6Y656,30.0,32.1316666667
Q5NHR1,37.0,36.614
C0H4F3,60.0,52.5768333333
C1AGW8,40.0,38.712
Q7LXU1,60.0,60.57475
Q7LXX6,60.0,61.2846666667
Q97V06,75.0,71.1884333333
Q97VE6,60.0,61.3293333333
Q97VZ8,75.0,69.43
Q97W25,75.0,70.79085
Q97W53,60.0,62.7375
Q97ZF9,48.0,52.482
Q97ZV2,48.0,53.465
F9VN39,70.0,68.0476666667
Q8TGH6,30.0,32.4765
Q9HEM6,30.0,31.4070333333
A4URQ8,37.0,37.209
Q6QHT8,37.0,34.8185833333
P43341,30.0,31.04575
P0A776,37.0,38.89685
Q75UV1,70.0,70.7715
O28046,80.0,74.4865238095
D8KIT5,30.0,33.0716666667
P84142,98.0,88.648
P95547,55.0,60.0953333333
Q99321,50.0,44.4825
Q0ZS18,50.0,55.1748333333
Q0ZS19,50.0,55.0055
Q0ZS20,50.0,52.2761666667
Q0ZS21,50.0,54.2985333333
Q0ZS22,50.0,51.6536666667
Q0ZS23,50.0,52.128
Q0ZS24,50.0,52.047
Q0ZS25,50.0,52.0784166667
Q0ZS26,50.0,51.9829642857
Q58439,37.0,46.403
Q208R5,30.0,32.166
Q4DMS3,28.0,30.879
Q5V9R8,37.0,35.3862
Q5V9R9,37.0,35.6995
Q5V9S0,37.0,35.617
Q5V9S1,37.0,37.287
Q5V9S2,37.0,38.7747380952
P25297,30.0,32.0
P25360,30.0,30.5992
P27514,30.0,32.0263333333
P39535,30.0,31.87725
P46920,22.0,26.644
P06611,22.0,28.80085
Q9HUG8,37.0,34.78
P97046,30.0,30.664
Q8RK01,28.0,29.696
P37093,37.0,35.6011666667
O30438,30.0,31.477
Q9WYF3,60.0,63.6903333333
Q316W1,30.0,32.8985
Q76DT8,37.0,35.032
P9WGP5,25.0,30.04
Q9LCT3,30.0,31.41
P05659,30.0,31.7775
Q9RA63,55.0,58.76175
P9WMP9,37.0,36.306
J7HDV0,37.0,36.967
P95479,25.0,30.71625
P07271,37.0,35.5729166667
P35187,37.0,37.089
P51979,30.0,31.3853333333
Q12039,30.0,30.8044166667
Q9UUA2,37.0,35.2593333333
D0KN27,53.0,59.0439619048
P95949,60.0,60.7259333333
O30560,85.0,75.0285
O30561,85.0,77.829
Q9HHA2,85.0,73.382
J3T995,50.0,45.408
Q8TZL6,88.0,84.475
P48424,55.0,57.9233333333
P48425,55.0,57.068
Q9YA66,80.0,77.307
Q9YDK6,80.0,77.9447777778
O57762,90.0,85.3825
P61111,65.0,68.595
Q52500,65.0,68.472
Q97X93,70.0,69.7817666667
Q97WB7,60.0,62.4152
O29269,65.0,65.4476666667
Q9UWR5,85.0,78.748
Q97XQ7,60.0,60.0693333333
P60785,37.0,35.798
P30925,95.0,88.0778333333
P35021,91.0,83.2199333333
Q64214,95.0,83.712
Q8IJ32,22.0,26.8618333333
Q9RWN5,37.0,36.8615
D5LIR7,25.0,27.892
Q0QFQ3,30.0,30.9395
B5SU85,23.0,27.6435
P9WNH5,25.0,28.633
Q88B12,22.0,27.2895
Q96XE7,65.0,65.43
E2RV69,37.0,35.5383333333
A0A0P1IZI1,50.0,44.89
Q73Y99,20.0,25.939
Q9XB14,33.0,33.875
G4I2J6,32.0,33.175
G4I5P8,32.0,32.674
A6G7B1,35.0,35.3903333333
A8CFB7,37.0,36.654
A0A075Q354,48.0,46.044
A9H275,48.0,46.12
Q8NK64,35.0,34.82
Q8NK65,35.0,34.3556666667
P06169,25.0,27.9423333333
P16467,25.0,27.7802
P26263,25.0,28.1944166667
Q8KTX6,65.0,54.193
Q5S3L3,45.0,41.8145
Q9R4W3,29.0,33.9313333333
Q60FX6,60.0,49.9943333333
Q9X4N0,37.0,36.7835
Q60358,70.0,67.1675
P69910,37.0,36.186
A9ZM78,30.0,33.922
D6PXK5,48.0,45.644
K4HXK6,45.0,44.536
B1B389,50.0,44.3134
Q0GE18,55.0,49.4316666667
Q58P26,37.0,36.072
A4Q8H0,37.0,36.34475
P28629,37.0,37.98445
Q5NT93,60.0,50.9621
Q9UWU1,75.0,70.8899666667
Q5JFI4,90.0,82.4776
O34767,26.0,29.7878333333
Q1JU59,40.0,38.5165
Q1JU60,40.0,38.897
Q1JU61,30.0,31.4565
Q1JU62,30.0,31.3595
B3Y006,60.0,52.1425
Q8KXD2,25.0,31.9165833333
J7GQ11,50.0,46.27375
Q7B9Y8,37.0,37.052
A2I9X8,35.0,37.59
Q97WG4,85.0,79.808
Q6F494,80.0,75.535
Q96V00,37.0,37.9843333333
Q8THG2,64.0,52.496
O93627,100.0,89.405
Q9YGB5,85.0,77.2088333333
Q9UWY8,70.0,68.5794761905
C0H3U9,45.0,45.2477333333
P20906,30.0,32.7244
P51852,37.0,35.528
P56744,37.0,36.71575
I3EBM6,53.0,50.816
D4GYE0,42.0,41.651
P58314,50.0,60.4226666667
Q980K6,70.0,72.3025
Q9RHA2,80.0,76.6803333333
Q05567,30.0,31.9483333333
B5IEU6,80.0,75.7136666667
Q9Y948,50.0,55.7825333333
A2BLE9,80.0,73.5575
Q877I0,95.0,84.8826666667
P75823,49.0,43.418
P37303,43.0,40.6665
Q6KZI8,63.0,62.4039166667
A0JC77,30.0,32.969
Q88S87,37.0,35.645
Q88U67,37.0,36.73
A8C781,30.0,31.769
A8C5K8,25.0,27.994
Q9I0K4,35.0,34.0115
Q97YI8,70.0,70.0146666667
P9WFX3,30.0,32.3795
Q9YGB3,85.0,78.8373333333
Q9CKB0,37.0,36.77575
Q2G160,30.0,33.675
B9DIJ2,55.0,48.5136666667
Q2L887,25.0,28.5783333333
Q8IKP7,30.0,32.93275
P51017,25.0,29.1323333333
Q8GRC8,35.0,36.397
Q9V1F9,60.0,60.1755
Q93PS8,22.0,28.035
Q6LP64,30.0,33.4715
A2TBP7,30.0,33.2845
Q39VF1,30.0,32.4365
Q5A3V6,37.0,35.8773333333
M1V623,22.0,27.7935
A4IQU1,22.0,36.538
A0JC76,30.0,32.986
Q7V6D4,22.0,26.286
Q54764,22.0,26.5145
P45148,25.0,28.565
C3W4Q7,25.0,34.8075
C1L335,20.0,25.0295
C1L336,20.0,25.2845
P9WPX7,25.0,29.661
D3RXI0,85.0,78.4251666667
Q4K977,25.0,29.13475
A4GXA0,65.0,53.2865
Q4JQJ3,20.0,27.559
O31668,40.0,37.90775
I7MAL0,35.0,35.484
Q2YPV0,37.0,36.561
Q1ET73,30.0,32.74275
Q47Q21,25.0,37.4049047619
Q58991,60.0,61.286
P72145,28.0,30.1315
Q9HX12,30.0,30.7035
A8AA25,40.0,52.05725
A4YGC7,70.0,67.8855
B1YBY6,65.0,67.47625
Q5JDJ1,85.0,79.4946666667
Q9YGB0,85.0,80.9018333333
P44862,30.0,32.026
E1XUJ2,35.0,34.931
P33247,60.0,60.637
P45470,22.0,33.9854571429
Q46948,22.0,23.61
Q51732,85.0,76.6695654762
P94368,5.0,16.8756
Q9X024,25.0,40.3078928571
Q6L1T2,65.0,67.6092380952
Q97U27,85.0,81.7356666667
H2VFK0,35.0,39.3290333333
Q8KBL0,35.0,38.7525333333
P55250,30.0,31.117
B1VB64,37.0,36.419
B1VB65,37.0,38.1597071429
B1VB66,37.0,37.477
A8CH84,45.0,42.484
A6NA24,45.0,43.5885
A6NA25,45.0,40.566
A8CIU9,45.0,42.963
Q59475,45.0,43.2904166667
Q6L1T2,70.0,67.6092380952
Q6FFQ2,22.0,26.118
Q97U96,78.0,75.9726
O30012,77.0,74.3453671356
B9E972,25.0,29.52425
D3RXI4,85.0,82.3863333333
P33025,30.0,31.582
H3ZMH8,90.0,83.108
P24215,37.0,37.169
D0IZN8,22.0,24.447
Q93PS9,22.0,24.612
Q9KWL6,30.0,31.395
Q5XPL4,20.0,29.5813333333
Q5XPL5,20.0,26.151
A5W402,35.0,34.706
Q6XMT1,30.0,35.9572
Q6XMT2,30.0,34.5335
Q973W9,40.0,57.5015952381
Q6H8W8,37.0,37.10075
Q6H8W9,37.0,37.007
Q6H8X0,37.0,36.9340833333
Q6H8X1,37.0,36.907
Q6H8X2,37.0,37.096
Q6H8X4,37.0,37.135
Q6H8X5,37.0,37.033
Q6H8X6,37.0,36.938
Q6H8X7,37.0,37.262
Q6H8X8,37.0,36.9383333333
Q6H8Y0,37.0,37.2214
Q6H8Y1,37.0,37.531
Q6H8Y2,37.0,37.235
Q6H8Y3,37.0,37.056
Q6H8Y4,37.0,37.277
Q8VLQ7,37.0,37.132
Q8VLQ8,37.0,37.038
Q01172,30.0,36.0705
D1MX66,40.0,41.9996
Q21FJ0,35.0,35.8166666667
I6P4V6,40.0,39.547
G0KZG8,30.0,34.6775
G0L2Y1,30.0,31.6046666667
Q46079,30.0,32.3183166667
B2ZFM0,60.0,53.161
D8X181,37.0,40.562
D8X180,37.0,39.9826666667
P39116,50.0,46.296
J9R912,40.0,41.8298333333
O50325,37.0,38.8365
P04959,55.0,51.6056666667
P0C1A2,55.0,50.927
P11073,55.0,52.19875
P18209,55.0,51.05675
D8X179,37.0,40.717
D3JTC1,40.0,41.083
Q93J76,40.0,42.266
Q93RU6,40.0,40.2305
Q8P6Z9,40.0,41.0180833333
Q8PCR8,40.0,41.228
Q8GCB2,65.0,56.4866666667
Q9AQF3,50.0,48.4420833333
P85513,70.0,65.13265
T1RPY0,37.0,37.13575
O50660,40.0,38.912
Q59478,45.0,43.205
Q9L7P2,42.0,39.227
Q21FJ0,35.0,35.8166666667
I6P4V6,40.0,39.547
G0L2Y1,30.0,31.6046666667
A1JMA5,25.0,31.4883333333
Q8KKH9,40.0,39.2941666667
C0JBW5,32.0,33.786
C7EXL6,45.0,42.6701666667
Q9Z5P8,45.0,43.088
P9WG59,25.0,28.526
Q9S5E2,41.0,38.5845
A8D7K2,30.0,30.506
C6WFL3,28.0,31.774
Q08VU0,28.0,29.455
D9XD61,28.0,30.634
Q82L49,30.0,31.387
Q9X839,30.0,31.884
B0FLN6,30.0,32.184
Q9AJE3,40.0,39.96
Q82IV1,30.0,32.417
P56081,37.0,36.0955
Q9AJE3,40.0,39.96
Q9AJE3,40.0,39.96
Q9AJE3,40.0,39.96
Q9AJE3,40.0,39.96
P9WJ61,45.0,44.98
P9WJ61,45.0,44.98
P9WJ61,45.0,44.98
P9WJ61,45.0,44.98
P9WJ61,45.0,44.98
P9WJ61,45.0,44.98
P9WJ61,45.0,44.98
O29876,55.0,55.9958214286
O15922,37.0,37.2686666667
P22936,37.0,37.1551
Q51507,25.0,31.328
Q9U6N3,37.0,35.366
P53632,30.0,32.4946666667
Q0PC50,37.0,37.0273452381
Q4A041,37.0,35.6895
Q3AEU2,70.0,68.9996666667
P12047,25.0,29.115
P0AB89,25.0,29.1938
A0R4I6,37.0,36.584
O15918,31.0,32.7093333333
O31465,37.0,36.3016
Q9I4W3,30.0,30.94725
E9AFE7,37.0,36.7825
D4GYV5,65.0,62.2
Q8L0X3,37.0,36.5436
A6YH85,37.0,36.015
Q84IF9,45.0,47.167
B7TXX4,30.0,32.765
P21161,37.0,35.731
Q50402,37.0,35.65775
Q50403,37.0,37.9511666667
P51697,30.0,31.457
Q59119,65.0,54.3364
P0DKX7,30.0,32.776
P00936,46.0,42.4588333333
Q5UFR5,37.0,36.928
Q8I7A1,30.0,33.235
P45723,28.0,33.8305
Q9YBF1,70.0,68.9280666667
Q9YE85,65.0,67.832
Q76EV4,30.0,32.299
A7E8M5,25.0,28.0798
Q9S5V6,48.0,42.614
P10725,53.0,45.387
P94494,53.0,46.731
Q1XG01,37.0,35.5985
Q932V0,50.0,43.364
P63479,30.0,31.9735833333
I0J1I6,51.0,44.6231666667
Q2V0H1,95.0,88.7053333333
M1GRN3,44.0,41.3694166667
Q81LA8,25.0,28.619
Q81UL8,25.0,28.3314880952
P94556,37.0,36.0449
D7VBA0,50.0,44.1945
Q9A1B7,30.0,31.292
M0LMI3,73.0,62.06
Q04HB7,30.0,32.8779166667
Q9WYS1,60.0,61.75635
Q5LH66,38.0,38.93
B3XZI5,35.0,36.7163333333
P9WH11,25.0,28.876
C5J048,37.0,36.119
O33707,37.0,40.5146666667
Q6LZC4,50.0,45.03275
Q1N097,30.0,32.2615
Q81JK4,37.0,36.3957
Q81K34,37.0,38.324
A3MUJ4,70.0,70.7050666667
O73960,65.0,68.0514428571
Q9Y7X5,30.0,34.24835
Q9XC59,37.0,36.831
A8RG82,55.0,49.589
B0NGC5,60.0,52.614
C1KKR1,40.0,38.451
A7LVG6,45.0,42.843
A4YEG2,74.0,68.8099777778
O06543,37.0,36.273
P0AC19,50.0,45.0755
Q5YXQ1,8.0,19.3105
F8G0M3,30.0,33.0536666667
Q0SJH2,40.0,37.93
Q9P9H4,15.0,29.834
Q97VM8,70.0,71.6435
A8CEF6,65.0,62.83295
A4XHV7,90.0,80.2427666667
B8E1U6,75.0,71.306
D5LNE5,75.0,69.7595
A3E7Z6,70.0,60.118
B8DZQ9,75.0,70.5634
D5MTT1,40.0,38.5225
P16250,25.0,30.006
Q56320,25.0,40.4656666667
A4XJ56,75.0,72.7885
B8E1T1,80.0,76.5603333333
P23495,30.0,33.75775
Q9LBW5,30.0,33.6246666667
O59601,72.0,72.4055
Q2YIQ6,30.0,31.017
A0LT86,75.0,66.96975
Q2VMT2,65.0,68.102
F6KRI7,95.0,82.3765
Q65J10,50.0,47.4655
C7F8M0,32.0,33.8751666667
I3ZR32,55.0,48.5625
Q9S467,61.0,63.3835
A9J246,60.0,53.45925
Q88S84,50.0,53.45925
G1JRK8,50.0,47.4186666667
Q70G56,65.0,62.5793333333
K7SW59,70.0,67.025
D2DK62,85.0,80.105
P9WKD7,37.0,36.756
O50083,95.0,85.7745833333
Q9AGZ4,40.0,40.1493333333
O58649,95.0,94.702
Q5SIM4,80.0,73.6978333333
Q9YE01,98.0,84.5603333333
O28778,70.0,71.4886666667
Q9HIC2,75.0,67.5817119048
P50740,37.0,35.254
Q980T5,30.0,45.3866333333
A9WC36,55.0,54.902
B3WD16,37.0,36.905
I6Y2G3,35.0,35.1505
Q980S1,65.0,65.8525
F4NCC3,37.0,35.58
Q6I7B6,90.0,83.764
Q9KZL6,30.0,32.199
Q980S1,65.0,65.8525
F4NCC2,37.0,36.3403333333
Q0VZ68,30.0,30.00925
E1XUJ2,35.0,34.931
Q6XNK6,33.0,34.782
S5YEW8,40.0,40.1623333333
Q6XKX6,35.0,36.257
D0VX20,30.0,33.491
O51799,25.0,31.308
Q1J0Z5,40.0,41.745625
Q9RST7,30.0,33.067
B6E9W1,37.0,36.5375
B1PK99,50.0,54.109
B8YM30,35.0,35.5765
Q5SL15,60.0,59.086
Q7WUI5,53.0,56.557
P33247,60.0,60.637
B1PT66,40.0,38.148
B7XBM0,35.0,34.52775
P48567,37.0,35.348
O30012,60.0,74.3453671356
A0QU81,37.0,37.9455
P9WIB9,20.0,26.208
Q9P4D8,48.0,43.429
Q6E7F1,26.0,31.098
Q81IH1,52.0,45.4805
A5U8X0,37.0,36.77025
P9WG49,37.0,36.77025
Q06AK7,39.0,38.5335
Q5KSK9,30.0,33.2375
A3MU01,55.0,59.9921666667
P95479,25.0,30.71625
O74634,30.0,32.25725
Q9V011,60.0,64.197
Q84F26,33.0,33.6018333333
Q4CW46,37.0,36.5395
Q8I2B1,37.0,36.1885
P39581,37.0,36.2291666667
Q6LZD3,37.0,37.5837
Q5SM28,70.0,66.923
Q9UWP2,37.0,37.8925666667
P27000,65.0,65.5595
P56926,37.0,36.5725
P00962,22.0,23.6185
O59147,65.0,66.1396666667
O28579,65.0,65.6406
C4LU94,22.0,24.01675
C4LUB5,22.0,27.37
C4M7U9,22.0,24.27775
P00953,37.0,43.1825
Q8CT69,25.0,27.539
Q580R7,22.0,26.431
O57980,60.0,64.9249166667
O07683,37.0,42.4183333333
P00962,22.0,23.6185
Q9X2I8,50.0,55.5405
Q1L6A3,37.0,42.0475
O30126,50.0,57.8718666667
Q9YDW0,37.0,50.9007
Q9YFY3,37.0,47.8021666667
Q58597,60.0,62.4353333333
Q980D1,60.0,59.9284166667
P26637,30.0,32.6305
Q45477,22.0,27.28675
Q9YFT9,37.0,49.3347
Q9RHV9,30.0,38.797
O57963,65.0,67.6154166667
P74941,60.0,61.6536666667
Q2I0L7,65.0,66.92825
Q2XNL6,68.0,68.6489166667
Q6EMJ3,38.0,37.7743333333
F1CYZ6,33.0,33.7629
A4YGR1,65.0,68.1631666667
Q8TLW1,55.0,49.5197619048
O74725,38.0,37.2095
Q81K97,21.0,26.5825
Q5CD72,20.0,25.862
D3GE78,30.0,31.3009166667
O74725,38.0,37.2095
Q72K16,75.0,71.3178333333
Q9I4X3,37.0,35.68
Q973W5,65.0,70.062
B3TZD8,30.0,30.064
B3TZD9,30.0,30.34925
A4YDR9,75.0,73.0138833333
A4YGF9,75.0,74.5378333333
Q5LVM3,22.0,27.184
Q6TNA5,25.0,28.279
B3EY95,25.0,28.278797619
B3TZD8,30.0,30.064
B3TZD9,30.0,30.34925
W0PAN5,30.0,30.34925
W0PFR9,30.0,30.064
Q0VPF7,30.0,32.138
Q0VPF8,30.0,34.0175
O28341,77.0,74.0819666667
O29057,77.0,74.0945083333
Q58010,55.0,58.2231666667
B8ZJH0,42.0,41.1046
Q60182,60.0,63.8873333333
P9WN39,22.0,28.6940333333
Q4ZH57,32.0,34.18
Q9HH09,90.0,84.2351666667
Q9HKT1,25.0,36.715
Q9HKT2,25.0,35.6809642857
P0AES0,37.0,36.786
G5D5D5,25.0,28.374
Q711P7,25.0,28.0103333333
Q2FV22,30.0,32.50025
I6Y0R5,37.0,35.792
P9WJL3,38.0,37.745
P0ADI4,25.0,28.451
P10378,25.0,27.7924
P11454,25.0,27.821
P0A6W9,37.0,36.938
Q5JIZ8,85.0,78.5738333333
Q3IFA2,30.0,31.556
Q58178,60.0,61.226
Q58407,50.0,54.0338333333
Q58037,60.0,61.52825
Q58178,60.0,61.226
Q2FUA9,30.0,31.908
Q2N4T5,50.0,45.342
P46805,60.0,60.9839166667
Q5H614,37.0,38.92855
Q8PUQ1,37.0,36.9746666667
P37773,37.0,35.23
B5UAT8,34.0,33.89625
C0STU2,40.0,37.1122630952
Q842E2,35.0,34.7571666667
B2DEW2,37.0,35.9445
Q73KK9,37.0,35.9806666667
Q2FZP6,37.0,36.51175
A5U4I2,25.0,30.944
Q7N6U8,30.0,32.7405
C0STU2,35.0,37.1122630952
Q9UWF8,90.0,84.483
P0A7E5,37.0,35.879
C7P8V7,70.0,65.606
Q57981,70.0,68.8203030303
B0V8W9,30.0,32.79
O59071,50.0,56.6073333333
O59072,50.0,58.159
Q8J2Z4,75.0,73.6265
Q8J2Z5,75.0,73.1856
Q6SZP8,30.0,31.9837
Q12721,30.0,31.5398333333
C4M5H3,37.0,36.317
Q57635,50.0,53.8631
Q50566,60.0,61.9239666667
Q9HHC4,70.0,68.792
P49421,55.0,59.3545595238
P37025,30.0,31.8655
Q8U4Q3,60.0,62.8326666667
P26162,30.0,30.887
